,0,1
0,7.324218750000001e-11,0.0
1,7.8125e-11,0.0
2,9.765625e-12,0.0
3,4.8828125e-12,0.0
4,0.0,0.0
5,1.4648437500000002e-11,0.0
6,0.0,0.0
7,0.0,0.0
8,4.8828125e-12,0.0
9,4.8828125e-12,0.0
10,4.8828125e-12,0.0
11,9.765625e-12,0.0
12,9.765625e-12,0.0
13,4.8828125e-12,0.0
14,9.765625e-12,0.0
15,9.765625e-12,0.0
16,1.025390625e-10,0.0
17,0.0,0.0
18,4.8828125e-12,0.0
19,0.0,0.0
20,1.4648437500000002e-11,0.0
21,4.8828125e-12,0.0
22,0.0,0.0
23,3.90625e-11,0.0
24,3.90625e-11,0.0
25,4.8828125000000004e-11,0.0
26,3.90625e-11,0.0
27,9.765625e-12,0.0
28,3.076171875e-10,0.0
29,5.37109375e-11,0.0
30,9.765625e-12,0.0
31,3.3203125000000003e-10,0.0
32,2.4414062500000002e-11,0.0
33,3.662109375e-10,0.0
34,3.3203125000000003e-10,0.0
35,3.759765625e-10,0.0
36,4.98046875e-10,0.0
37,1.904296875e-10,0.0
38,5.37109375e-11,0.0
39,6.591796875e-10,0.0
40,4.4921875000000004e-10,0.0
41,1.4990234375000001e-09,0.0
42,6.298828125000001e-10,0.0
43,4.882812500000001e-10,0.0
44,8.251953125000001e-10,0.0
45,7.080078125e-10,0.0
46,6.591796875e-10,0.0
47,4.638671875e-10,0.0
48,2.9296875000000004e-10,0.0
49,5.957031250000001e-10,0.0
50,0.0,0.0
51,2.4414062500000002e-11,0.0
52,1.4941406250000002e-09,0.0
53,1.3818359375e-09,0.0
54,1.3671875000000001e-09,0.0
55,5.712890625e-10,0.0
56,1.2158203125000001e-09,0.0
57,1.4941406250000002e-09,0.0
58,1.3818359375e-09,0.0
59,1.2792968750000002e-09,0.0
60,1.5429687500000001e-09,0.0
61,1.3330078125e-09,0.0
62,1.5820312500000002e-09,0.0
63,1.6064453125000001e-09,0.0
64,1.3818359375e-09,0.0
65,1.2353515625000002e-09,0.0
66,1.3427734375000002e-09,0.0
67,1.3671875000000001e-09,0.0
68,1.3476562500000001e-09,0.0
69,1.416015625e-09,0.0
70,1.2402343750000001e-09,0.0
71,1.484375e-09,0.0
72,1.3916015625000001e-09,0.0
73,1.4013671875e-09,0.0
74,1.3623046875e-09,0.0
75,1.46484375e-09,0.0
76,1.42578125e-09,0.0
77,1.4941406250000002e-09,0.0
78,1.5234375e-09,0.0
79,1.2792968750000002e-09,0.0
80,7.470703125000001e-10,0.0
81,1.4990234375000001e-09,0.0
82,1.5283203125e-09,0.0
83,1.5283203125e-09,0.0
84,1.6015625000000002e-09,0.0
85,1.5429687500000001e-09,0.0
86,1.5136718750000002e-09,0.0
87,1.4892578125e-09,0.0
88,1.42578125e-09,0.0
89,1.4697265625e-09,0.0
90,1.4062500000000002e-09,0.0
91,1.533203125e-09,0.0
92,1.5283203125e-09,0.0
93,1.4941406250000002e-09,0.0
94,1.4794921875000001e-09,0.0
95,1.5673828125e-09,0.0
96,1.5283203125e-09,0.0
97,1.6503906250000001e-09,0.0
98,1.5185546875000001e-09,0.0
99,1.50390625e-09,0.0
100,1.484375e-09,0.0
101,1.5185546875000001e-09,0.0
102,1.5673828125e-09,0.0
103,1.5283203125e-09,0.0
